region,percentile,f_ghz,gamma_dB_per_km
selva,50,23.0,0.3566841645597933
selva,50,23.0,0.37248180499777
selva,50,23.0,0.3241762302560516
selva,50,23.0,0.3378856233610985
selva,50,23.0,0.356661652806415
selva,50,23.0,0.3724592932443917
selva,50,23.0,0.3241532887241763
selva,50,23.0,0.3378626818292233
selva,50,32.0,0.3565064621364224
selva,50,32.0,0.3681389573319829
selva,50,32.0,0.3348423115472423
selva,50,32.0,0.3449384936942228
selva,50,32.0,0.3564680707094019
selva,50,32.0,0.3681005659049623
selva,50,32.0,0.3348031871782102
selva,50,32.0,0.3448993693251908
selva,50,38.0,0.4763088110661167
selva,50,38.0,0.4924154286155164
selva,50,38.0,0.4459946521219311
selva,50,38.0,0.4599769859248828
selva,50,38.0,0.476259637767261
selva,50,38.0,0.4923662553166607
selva,50,38.0,0.4459445400411813
selva,50,38.0,0.4599268738441329
selva,90,6.0,0.0151890705871017
selva,90,6.0,0.0156034226833999
selva,90,6.0,0.014415255911384
selva,90,6.0,0.0147793767620895
selva,90,6.0,0.0151854482465251
selva,90,6.0,0.0155998003428233
selva,90,6.0,0.0144115702888271
selva,90,6.0,0.0147756911395326
selva,90,7.0,0.0206173047006854
selva,90,7.0,0.0211804868509305
selva,90,7.0,0.0195650997781639
selva,90,7.0,0.0200600162943571
selva,90,7.0,0.0206123944167926
selva,90,7.0,0.0211755765670378
selva,90,7.0,0.0195601037120313
selva,90,7.0,0.0200550202282245
selva,90,11.0,0.0505443190870333
selva,90,11.0,0.0519464302802235
selva,90,11.0,0.047910493432946
selva,90,11.0,0.0491425443434715
selva,90,11.0,0.0505324617389166
selva,90,11.0,0.0519345729321068
selva,90,11.0,0.0478984289379711
selva,90,11.0,0.0491304798484966
selva,90,15.0,0.0945024462260183
selva,90,15.0,0.0972209233204587
selva,90,15.0,0.0893297655641971
selva,90,15.0,0.0917175177436846
selva,90,15.0,0.0944810796976247
selva,90,15.0,0.0971995567920651
selva,90,15.0,0.0893080257643787
selva,90,15.0,0.0916957779438662
selva,90,18.0,0.1429061615623804
selva,90,18.0,0.147311353206458
selva,90,18.0,0.1343228990695405
selva,90,18.0,0.138188367486845
selva,90,18.0,0.1428762741118658
selva,90,18.0,0.1472814657559433
selva,90,18.0,0.13429248948782
selva,90,18.0,0.1381579579051244
selva,90,23.0,0.3830375950634024
selva,90,23.0,0.398632602338474
selva,90,23.0,0.3499653970242506
selva,90,23.0,0.3636757082590603
selva,90,23.0,0.3829915268201143
selva,90,23.0,0.3985865340951858
selva,90,23.0,0.3499185239726898
selva,90,23.0,0.3636288352074995
selva,90,32.0,0.3749153606059338
selva,90,32.0,0.3864056618640828
selva,90,32.0,0.352661167807248
selva,90,32.0,0.3627614322442853
selva,90,32.0,0.3748367960636503
selva,90,32.0,0.3863270973217994
selva,90,32.0,0.3525812307491259
selva,90,32.0,0.3626814951861634
selva,90,38.0,0.5019240365931716
selva,90,38.0,0.5178315836908028
selva,90,38.0,0.4708290260286064
selva,90,38.0,0.4848150454189226
selva,90,38.0,0.5018234079368026
selva,90,38.0,0.5177309550344338
selva,90,38.0,0.4707266393982116
selva,90,38.0,0.4847126587885277
selva,95,6.0,0.0152301999501681
selva,95,6.0,0.0156729705977926
selva,95,6.0,0.0144499513255296
selva,95,6.0,0.0148389862284869
selva,95,6.0,0.0152262970918339
selva,95,6.0,0.0156690677394583
selva,95,6.0,0.0144459801732742
selva,95,6.0,0.0148350150762315
selva,95,7.0,0.0206732225299781
selva,95,7.0,0.0212750302596884
selva,95,7.0,0.0196122734638208
selva,95,7.0,0.0201410529693249
selva,95,7.0,0.0206679319886806
selva,95,7.0,0.0212697397183909
selva,95,7.0,0.019606890346319
selva,95,7.0,0.0201356698518231
selva,95,11.0,0.0506840650236611
selva,95,11.0,0.0521823465072737
selva,95,11.0,0.0480284390360427
selva,95,11.0,0.0493447943809278
selva,95,11.0,0.0506712894303836
selva,95,11.0,0.0521695709139961
selva,95,11.0,0.0480154398898495
selva,95,11.0,0.0493317952347346
selva,95,15.0,0.094775925166187
selva,95,15.0,0.0976809302957173
selva,95,15.0,0.0895607519598098
selva,95,15.0,0.0921119416377928
selva,95,15.0,0.09475290399199
selva,95,15.0,0.0976579091215203
selva,95,15.0,0.0895373279510436
selva,95,15.0,0.0920885176290266
selva,95,18.0,0.1433571548962771
selva,95,18.0,0.1480648637690228
selva,95,18.0,0.1347042135991656
selva,95,18.0,0.1388344650202722
selva,95,18.0,0.1433249529310385
selva,95,18.0,0.1480326618037842
selva,95,18.0,0.1346714481498631
selva,95,18.0,0.1388016995709696
selva,95,23.0,0.3847353032108142
selva,95,23.0,0.4013987081065492
selva,95,23.0,0.3514140999097903
selva,95,23.0,0.366061795424437
selva,95,23.0,0.3846856673956669
selva,95,23.0,0.4013490722914019
selva,95,23.0,0.3513635955454526
selva,95,23.0,0.3660112910600993
selva,95,32.0,0.3760845741701925
selva,95,32.0,0.3883627422006273
selva,95,32.0,0.3536516241979581
selva,95,32.0,0.3644428193206315
selva,95,32.0,0.3759999255094324
selva,95,32.0,0.3882780935398672
selva,95,32.0,0.3535654943179301
selva,95,32.0,0.3643566894406034
selva,95,38.0,0.5035527988314614
selva,95,38.0,0.5205508958327101
selva,95,38.0,0.4722104790629121
selva,95,38.0,0.4871530902148297
selva,95,38.0,0.5034443773890631
selva,95,38.0,0.5204424743903119
selva,95,38.0,0.4721001604147212
selva,95,38.0,0.4870427715666388
selva,99,6.0,0.0152632842182005
selva,99,6.0,0.0157290095707496
selva,99,6.0,0.0144778593792496
selva,99,6.0,0.0148870132754818
selva,99,6.0,0.015259157252257
selva,99,6.0,0.0157248826048061
selva,99,6.0,0.0144736601037375
selva,99,6.0,0.0148828139999697
selva,99,7.0,0.0207182024435863
selva,99,7.0,0.0213512094186275
selva,99,7.0,0.0196502185865199
selva,99,7.0,0.0202063436355682
selva,99,7.0,0.020712608111974
selva,99,7.0,0.0213456150870152
selva,99,7.0,0.0196445262352702
selva,99,7.0,0.0202006512843185
selva,99,11.0,0.0507964736090248
selva,99,11.0,0.052372435876261
selva,99,11.0,0.0481233089099996
selva,99,11.0,0.0495077435155985
selva,99,11.0,0.050782964423231
selva,99,11.0,0.0523589266904671
selva,99,11.0,0.0481095630264936
selva,99,11.0,0.0494939976320925
selva,99,15.0,0.0949958989728172
selva,99,15.0,0.0980515767872196
selva,99,15.0,0.0897465391594558
selva,99,15.0,0.0924297159973613
selva,99,15.0,0.094971555890452
selva,99,15.0,0.0980272337048544
selva,99,15.0,0.0897217695560558
selva,99,15.0,0.0924049463939613
selva,99,18.0,0.1437198974617386
selva,99,18.0,0.1486719949840578
selva,99,18.0,0.1350108945702416
selva,99,18.0,0.1393549943615344
selva,99,18.0,0.1436858464144108
selva,99,18.0,0.1486379439367299
selva,99,18.0,0.1349762469062764
selva,99,18.0,0.1393203466975692
selva,99,23.0,0.3861002470830224
selva,99,23.0,0.4036265167273254
selva,99,23.0,0.3525787631669426
selva,99,23.0,0.3679833572093342
selva,99,23.0,0.3860477611096287
selva,99,23.0,0.4035740307539317
selva,99,23.0,0.3525253575741126
selva,99,23.0,0.3679299516165041
selva,99,32.0,0.37702491911809
selva,99,32.0,0.3899394579050509
selva,99,32.0,0.3544481644044374
selva,99,32.0,0.3657972970693783
selva,99,32.0,0.3769354098122937
selva,99,32.0,0.3898499485992546
selva,99,32.0,0.3543570867844416
selva,99,32.0,0.3657062194493826
selva,99,38.0,0.5048626696800584
selva,99,38.0,0.5227416009206778
selva,99,38.0,0.4733214021310169
selva,99,38.0,0.4890364627299605
selva,99,38.0,0.5047480225261005
selva,99,38.0,0.5226269537667199
selva,99,38.0,0.4732047462165409
selva,99,38.0,0.4889198068154844
sierra,1,6.0,0.0118690004283875
sierra,1,6.0,0.0121229587768623
sierra,1,6.0,0.0115654730007615
sierra,1,6.0,0.0117907750913762
sierra,1,6.0,0.0118650890710055
sierra,1,6.0,0.0121190474194803
sierra,1,6.0,0.0115615002078347
sierra,1,6.0,0.0117868022984494
sierra,1,7.0,0.0161033410685516
sierra,1,7.0,0.0164485376045341
sierra,1,7.0,0.015690317558908
sierra,1,7.0,0.0159965655764088
sierra,1,7.0,0.0160980390063227
sierra,1,7.0,0.0164432355423052
sierra,1,7.0,0.0156849322173849
sierra,1,7.0,0.0159911802348858
sierra,1,11.0,0.0392691207052531
sierra,1,11.0,0.0401282771527862
sierra,1,11.0,0.0382281570034818
sierra,1,11.0,0.0389903358381046
sierra,1,11.0,0.0392563172912431
sierra,1,11.0,0.0401154737387761
sierra,1,11.0,0.0382151524867245
sierra,1,11.0,0.0389773313213473
sierra,1,15.0,0.0724784812761088
sierra,1,15.0,0.0741418274216622
sierra,1,15.0,0.0704048570189509
sierra,1,15.0,0.0718800767110751
sierra,1,15.0,0.0724554099699207
sierra,1,15.0,0.074118756115474
sierra,1,15.0,0.0703814233326153
sierra,1,15.0,0.0718566430247395
sierra,1,18.0,0.1067347293219891
sierra,1,18.0,0.109421027083482
sierra,1,18.0,0.1032125803329787
sierra,1,18.0,0.1055935799287677
sierra,1,18.0,0.1067024572322372
sierra,1,18.0,0.1093887549937301
sierra,1,18.0,0.1031798013467143
sierra,1,18.0,0.1055608009425033
sierra,1,23.0,0.2472283655111206
sierra,1,23.0,0.2568212319912125
sierra,1,23.0,0.2323217039024995
sierra,1,23.0,0.2408249050171588
sierra,1,23.0,0.2471786216066889
sierra,1,23.0,0.2567714880867807
sierra,1,23.0,0.2322711786724125
sierra,1,23.0,0.2407743797870718
sierra,1,32.0,0.2806136040412076
sierra,1,32.0,0.2876631371889349
sierra,1,32.0,0.2714275132330244
sierra,1,32.0,0.2776826508873293
sierra,1,32.0,0.2805287710455445
sierra,1,32.0,0.2875783041932718
sierra,1,32.0,0.2713413477686561
sierra,1,32.0,0.2775964854229611
sierra,1,38.0,0.3705348592082728
sierra,1,38.0,0.3803014492486505
sierra,1,38.0,0.3575288120666335
sierra,1,38.0,0.3661958899850454
sierra,1,38.0,0.3704262016622447
sierra,1,38.0,0.3801927917026224
sierra,1,38.0,0.3574184478405746
sierra,1,38.0,0.3660855257589864
sierra,5,6.0,0.0120779074603311
sierra,5,6.0,0.0122968292898457
sierra,5,6.0,0.0116733953761861
sierra,5,6.0,0.0118621468174628
sierra,5,6.0,0.0120753554134771
sierra,5,6.0,0.0122942772429917
sierra,5,6.0,0.0116707934540057
sierra,5,6.0,0.0118595448952825
sierra,5,7.0,0.0163874774481448
sierra,5,7.0,0.016685048737184
sierra,5,7.0,0.015837087006404
sierra,5,7.0,0.0160936520589506
sierra,5,7.0,0.0163840180068538
sierra,5,7.0,0.016681589295893
sierra,5,7.0,0.0158335599563372
sierra,5,7.0,0.0160901250088838
sierra,5,11.0,0.0399815357177562
sierra,5,11.0,0.040722176096553
sierra,5,11.0,0.0385955514701772
sierra,5,11.0,0.0392340877432185
sierra,5,11.0,0.0399731818627506
sierra,5,11.0,0.0407138222415475
sierra,5,11.0,0.0385870343535745
sierra,5,11.0,0.0392255706266158
sierra,5,15.0,0.0738814143123736
sierra,5,15.0,0.0753154835302419
sierra,5,15.0,0.0711254880768384
sierra,5,15.0,0.0723614572241076
sierra,5,15.0,0.073866360956563
sierra,5,15.0,0.0753004301744312
sierra,5,15.0,0.0711101405293151
sierra,5,15.0,0.0723461096765843
sierra,5,18.0,0.1090712720301672
sierra,5,18.0,0.1113879584747759
sierra,5,18.0,0.1044040319638046
sierra,5,18.0,0.1063991268963393
sierra,5,18.0,0.1090502154308646
sierra,5,18.0,0.1113669018754733
sierra,5,18.0,0.1043825638498146
sierra,5,18.0,0.1063776587823493
sierra,5,23.0,0.2565118437481681
sierra,5,23.0,0.2647828292741517
sierra,5,23.0,0.2369560256214471
sierra,5,23.0,0.2440801736850295
sierra,5,23.0,0.2564793872982941
sierra,5,23.0,0.2647503728242777
sierra,5,23.0,0.2369229348665918
sierra,5,23.0,0.2440470829301742
sierra,5,32.0,0.2867152224250156
sierra,5,32.0,0.292791696954607
sierra,5,32.0,0.2745476415349128
sierra,5,32.0,0.2797878303735883
sierra,5,32.0,0.2866598713643609
sierra,5,32.0,0.2927363458939523
sierra,5,32.0,0.274491208733845
sierra,5,32.0,0.2797313975725204
sierra,5,38.0,0.3790986591427815
sierra,5,38.0,0.3875166595731287
sierra,5,38.0,0.3618974654157948
sierra,5,38.0,0.3691580569091029
sierra,5,38.0,0.3790277632564135
sierra,5,38.0,0.3874457636867606
sierra,5,38.0,0.3618251839923747
sierra,5,38.0,0.3690857754856829
sierra,10,6.0,0.0122641372537406
sierra,10,6.0,0.0124918451594472
sierra,10,6.0,0.0118174315933055
sierra,10,6.0,0.0120127192260733
sierra,10,6.0,0.0122610536487395
sierra,10,6.0,0.0124887615544461
sierra,10,6.0,0.0118142854613277
sierra,10,6.0,0.0120095730940955
sierra,10,7.0,0.0166406759420468
sierra,10,7.0,0.0169501888474269
sierra,10,7.0,0.0160329176198478
sierra,10,7.0,0.0162983665634268
sierra,10,7.0,0.0166364959441564
sierra,10,7.0,0.0169460088495365
sierra,10,7.0,0.0160286528631668
sierra,10,7.0,0.0162941018067458
sierra,10,11.0,0.0406136715548902
sierra,10,11.0,0.0413840460844509
sierra,10,11.0,0.0390842878653803
sierra,10,11.0,0.0397449419012337
sierra,10,11.0,0.0406035777006047
sierra,10,11.0,0.0413739522301654
sierra,10,11.0,0.039073989335661
sierra,10,11.0,0.0397346433715143
sierra,10,15.0,0.075114222329338
sierra,10,15.0,0.0766059801738525
sierra,10,15.0,0.0720776330136387
sierra,10,15.0,0.0733564872232622
sierra,10,15.0,0.0750960335554175
sierra,10,15.0,0.0765877913999319
sierra,10,15.0,0.0720590754217139
sierra,10,15.0,0.0733379296313375
sierra,10,18.0,0.1110893681718243
sierra,10,18.0,0.1134996841093712
sierra,10,18.0,0.1059593226227571
sierra,10,18.0,0.1080239185322863
sierra,10,18.0,0.1110639257569192
sierra,10,18.0,0.1134742416944661
sierra,10,18.0,0.1059333643060805
sierra,10,18.0,0.1079979602156097
sierra,10,23.0,0.2640688294430896
sierra,10,23.0,0.2726700841739248
sierra,10,23.0,0.2427548929733606
sierra,10,23.0,0.2501246323916188
sierra,10,23.0,0.2640296127370974
sierra,10,23.0,0.2726308674679327
sierra,10,23.0,0.2427148810610891
sierra,10,23.0,0.2500846204793473
sierra,10,32.0,0.2919953717719667
sierra,10,32.0,0.2983153792369466
sierra,10,32.0,0.2786249222723647
sierra,10,32.0,0.2840463582213985
sierra,10,32.0,0.2919284918057204
sierra,10,32.0,0.2982484992707003
sierra,10,32.0,0.2785566861654692
sierra,10,32.0,0.2839781221145031
sierra,10,38.0,0.386453830794927
sierra,10,38.0,0.3952088753298735
sierra,10,38.0,0.3675754347332197
sierra,10,38.0,0.3750869443200588
sierra,10,38.0,0.3863681682180728
sierra,10,38.0,0.3951232127530192
sierra,10,38.0,0.3674880351563474
sierra,10,38.0,0.3749995447431865
sierra,50,6.0,0.0144480997057848
sierra,50,6.0,0.0147339109621569
sierra,50,6.0,0.0137246442522007
sierra,50,6.0,0.0139725801706055
sierra,50,6.0,0.0144454192309048
sierra,50,6.0,0.0147312304872769
sierra,50,6.0,0.0137219129771957
sierra,50,6.0,0.0139698488956004
sierra,50,7.0,0.0196096289460881
sierra,50,7.0,0.0199981073682424
sierra,50,7.0,0.0186257935498922
sierra,50,7.0,0.0189627966510144
sierra,50,7.0,0.0196059954134729
sierra,50,7.0,0.0199944738356272
sierra,50,7.0,0.0186220911548854
sierra,50,7.0,0.0189590942560076
sierra,50,11.0,0.0480174751528177
sierra,50,11.0,0.0489845434156175
sierra,50,11.0,0.0455527138961848
sierra,50,11.0,0.0463915709197037
sierra,50,11.0,0.0480087009022747
sierra,50,11.0,0.0489757691650746
sierra,50,11.0,0.0455437733568146
sierra,50,11.0,0.0463826303803335
sierra,50,15.0,0.0895187037812802
sierra,50,15.0,0.0913927723470928
sierra,50,15.0,0.0846704617718774
sierra,50,15.0,0.0862953999754762
sierra,50,15.0,0.0895028928873507
sierra,50,15.0,0.0913769614531633
sierra,50,15.0,0.084654351231272
sierra,50,15.0,0.0862792894348707
sierra,50,18.0,0.1345719686455587
sierra,50,18.0,0.1376052855504856
sierra,50,18.0,0.1265077493915081
sierra,50,18.0,0.1291352692356506
sierra,50,18.0,0.134549852403687
sierra,50,18.0,0.1375831693086139
sierra,50,18.0,0.1264852140045591
sierra,50,18.0,0.1291127338487016
sierra,50,23.0,0.3501168780324033
sierra,50,23.0,0.3608719751636977
sierra,50,23.0,0.318621806267548
sierra,50,23.0,0.3279520219849972
sierra,50,23.0,0.35008278825915
sierra,50,23.0,0.3608378853904443
sierra,50,23.0,0.3185870704279001
sierra,50,23.0,0.3279172861453493
sierra,50,32.0,0.3533628089885545
sierra,50,32.0,0.3612912470944712
sierra,50,32.0,0.3324077095507455
sierra,50,32.0,0.3392874183167181
sierra,50,32.0,0.3533046724667115
sierra,50,32.0,0.3612331105726281
sierra,50,32.0,0.3323484712306364
sierra,50,32.0,0.339228179996609
sierra,50,38.0,0.4717269684386871
sierra,50,38.0,0.4827060096650934
sierra,50,38.0,0.4423885426016167
sierra,50,38.0,0.451917259308657
sierra,50,38.0,0.4716525048205077
sierra,50,38.0,0.4826315460469139
sierra,50,38.0,0.4423126677554725
sierra,50,38.0,0.4518413844625129
sierra,90,6.0,0.0159308319449103
sierra,90,6.0,0.0165262349863245
sierra,90,6.0,0.0150018168418065
sierra,90,6.0,0.0155197792843028
sierra,90,6.0,0.0159285454206308
sierra,90,6.0,0.016523948462045
sierra,90,6.0,0.0149994871601637
sierra,90,6.0,0.0155174496026601
sierra,90,7.0,0.0216255719395961
sierra,90,7.0,0.0224348278228443
sierra,90,7.0,0.0203624036177945
sierra,90,7.0,0.0210664175829314
sierra,90,7.0,0.0216224724289061
sierra,90,7.0,0.0224317283121543
sierra,90,7.0,0.020359245604901
sierra,90,7.0,0.0210632595700379
sierra,90,11.0,0.0530572281561526
sierra,90,11.0,0.0550720758944184
sierra,90,11.0,0.0498968608781849
sierra,90,11.0,0.0516495103711354
sierra,90,11.0,0.0530497434611643
sierra,90,11.0,0.0550645911994301
sierra,90,11.0,0.0498892349121403
sierra,90,11.0,0.0516418844050907
sierra,90,15.0,0.0993876169575717
sierra,90,15.0,0.1032951074480227
sierra,90,15.0,0.0931867848722282
sierra,90,15.0,0.0965841329475964
sierra,90,15.0,0.0993741297978451
sierra,90,15.0,0.1032816202882961
sierra,90,15.0,0.0931730431469776
sierra,90,15.0,0.0965703912223457
sierra,90,18.0,0.1508627754929016
sierra,90,18.0,0.15719835920122
sierra,90,18.0,0.1405896461697885
sierra,90,18.0,0.1460918943671267
sierra,90,18.0,0.1508439096850602
sierra,90,18.0,0.1571794933933786
sierra,90,18.0,0.1405704242762807
sierra,90,18.0,0.1460726724736189
sierra,90,23.0,0.4116871900252059
sierra,90,23.0,0.4340547333874928
sierra,90,23.0,0.3724696027589073
sierra,90,23.0,0.3919432212687966
sierra,90,23.0,0.4116581104412835
sierra,90,23.0,0.4340256538035704
sierra,90,23.0,0.3724399743077906
sierra,90,23.0,0.3919135928176799
sierra,90,32.0,0.39562824082348
sierra,90,32.0,0.4121361943492717
sierra,90,32.0,0.3690152930793823
sierra,90,32.0,0.3833809571756235
sierra,90,32.0,0.3955786486524401
sierra,90,32.0,0.4120866021782318
sierra,90,32.0,0.3689647648730864
sierra,90,32.0,0.3833304289693275
sierra,90,38.0,0.5306493816104483
sierra,90,38.0,0.5535005705823011
sierra,90,38.0,0.4935042440179492
sierra,90,38.0,0.5133947095081289
sierra,90,38.0,0.5305858619437751
sierra,90,38.0,0.5534370509156279
sierra,90,38.0,0.4934395254393064
sierra,90,38.0,0.5133299909294862
sierra,95,6.0,0.0164523907549528
sierra,95,6.0,0.0169509000085638
sierra,95,6.0,0.0153920516933174
sierra,95,6.0,0.0158220372244453
sierra,95,6.0,0.0164507795130479
sierra,95,6.0,0.0169492887666589
sierra,95,6.0,0.0153904080348796
sierra,95,6.0,0.0158203935660075
sierra,95,7.0,0.0223346243725797
sierra,95,7.0,0.023012179130545
sierra,95,7.0,0.0208929535545427
sierra,95,7.0,0.0214773857339717
sierra,95,7.0,0.0223324402446642
sierra,95,7.0,0.0230099950026295
sierra,95,7.0,0.0208907254842159
sierra,95,7.0,0.0214751576636449
sierra,95,11.0,0.0548284021176527
sierra,95,11.0,0.0565154194112402
sierra,95,11.0,0.0512224775113331
sierra,95,11.0,0.0526774743660702
sierra,95,11.0,0.0548231278879765
sierra,95,11.0,0.0565101451815641
sierra,95,11.0,0.0512170971695707
sierra,95,11.0,0.0526720940243078
sierra,95,15.0,0.1028503732498181
sierra,95,15.0,0.1061227856346378
sierra,95,15.0,0.0957790438388218
sierra,95,15.0,0.0985998744150385
sierra,95,15.0,0.1028408692716082
sierra,95,15.0,0.1061132816564279
sierra,95,15.0,0.0957693486503276
sierra,95,15.0,0.0985901792265443
sierra,95,18.0,0.1565634342824645
sierra,95,18.0,0.1618719022952505
sierra,95,18.0,0.1448575562086522
sierra,95,18.0,0.1494277953312648
sierra,95,18.0,0.156550140139719
sierra,95,18.0,0.1618586081525049
sierra,95,18.0,0.1448439946014031
sierra,95,18.0,0.1494142337240157
sierra,95,23.0,0.432890537449194
sierra,95,23.0,0.4516065655865227
sierra,95,23.0,0.3884630012280671
sierra,95,23.0,0.4046233538864267
sierra,95,23.0,0.4328700459789694
sierra,95,23.0,0.4515860741162982
sierra,95,23.0,0.3884420974904993
sierra,95,23.0,0.4046024501488589
sierra,95,32.0,0.4103991882891188
sierra,95,32.0,0.4242186436268424
sierra,95,32.0,0.3801014467504511
sierra,95,32.0,0.3920257486531408
sierra,95,32.0,0.4103642422424715
sierra,95,32.0,0.4241836975801951
sierra,95,32.0,0.3800657976252228
sierra,95,32.0,0.3919900995279125
sierra,95,38.0,0.5512045440094996
sierra,95,38.0,0.5703321487238876
sierra,95,38.0,0.5089470922944415
sierra,95,38.0,0.5254559776695552
sierra,95,38.0,0.5511597836937474
sierra,95,38.0,0.5702873884081354
sierra,95,38.0,0.5089014314470899
sierra,95,38.0,0.5254103168222035
sierra,99,6.0,0.0167642590315491
sierra,99,6.0,0.0170817126938322
sierra,99,6.0,0.0160500320172008
sierra,99,6.0,0.0163393928246825
sierra,99,6.0,0.0167616020113371
sierra,99,6.0,0.0170790556736202
sierra,99,6.0,0.0160473415112476
sierra,99,6.0,0.0163367023187293
sierra,99,7.0,0.0227585485461375
sierra,99,7.0,0.0231900180006388
sierra,99,7.0,0.0217874984119317
sierra,99,7.0,0.0221807906586936
sierra,99,7.0,0.0227549468076279
sierra,99,7.0,0.0231864162621292
sierra,99,7.0,0.0217838512816396
sierra,99,7.0,0.0221771435284015
sierra,99,11.0,0.0558855363231363
sierra,99,11.0,0.0569598537882186
sierra,99,11.0,0.0534573729810953
sierra,99,11.0,0.0544365633395176
sierra,99,11.0,0.0558768388489643
sierra,99,11.0,0.0569511563140465
sierra,99,11.0,0.0534485658948972
sierra,99,11.0,0.0544277562533196
sierra,99,15.0,0.1049087842029386
sierra,99,15.0,0.1069928810442852
sierra,99,15.0,0.1001493122893322
sierra,99,15.0,0.1020482026016812
sierra,99,15.0,0.1048931116573559
sierra,99,15.0,0.1069772084987025
sierra,99,15.0,0.1001334422266956
sierra,99,15.0,0.1020323325390446
sierra,99,18.0,0.1599268941247862
sierra,99,18.0,0.1633083360960508
sierra,99,18.0,0.1520536939172663
sierra,99,18.0,0.1551321513706867
sierra,99,18.0,0.1599049714042622
sierra,99,18.0,0.1632864133755268
sierra,99,18.0,0.152031494910344
sierra,99,18.0,0.1551099523637645
sierra,99,23.0,0.4450565408675282
sierra,99,23.0,0.4569702586907865
sierra,99,23.0,0.4153440071968657
sierra,99,23.0,0.4262120739743198
sierra,99,23.0,0.445022749386313
sierra,99,23.0,0.4569364672095713
sierra,99,23.0,0.4153097898503191
sierra,99,23.0,0.4261778566277733
sierra,99,32.0,0.4191305248980777
sierra,99,32.0,0.4279303134642713
sierra,99,32.0,0.3987703887875699
sierra,99,32.0,0.4067933979167988
sierra,99,32.0,0.4190728970819235
sierra,99,32.0,0.4278726856481171
sierra,99,32.0,0.3987120347028967
sierra,99,32.0,0.4067350438321255
sierra,99,38.0,0.5633194773076144
sierra,99,38.0,0.5754988130022571
sierra,99,38.0,0.5349416566266381
sierra,99,38.0,0.5460478177485208
sierra,99,38.0,0.5632456652603404
sierra,99,38.0,0.5754250009549832
sierra,99,38.0,0.5348669143451503
sierra,99,38.0,0.5459730754670331
